timestamp,phase,k_neighbors,resolution,algorithm,n_clusters,avg_cluster_size,nmi,purity,ari,modularity,composite_score,elapsed_sec
2026-04-23 09:17:53,coarse,30,5.0,Louvain,63,174.285714,0.554581,0.162477,0.089603,0.610370,0.342246,6.934130
2026-04-23 09:18:01,coarse,30,10.0,Leiden,125,87.840000,0.618776,0.223770,0.142720,0.544491,0.389530,6.630694
2026-04-23 09:18:01,coarse,30,10.0,Louvain,126,87.142857,0.615766,0.220401,0.137586,0.541674,0.385830,7.347845
2026-04-23 09:18:09,coarse,30,20.0,Leiden,228,48.157895,0.665181,0.287978,0.190875,0.474518,0.428382,6.563808
2026-04-23 09:18:09,coarse,30,20.0,Louvain,220,49.909091,0.663179,0.286248,0.190211,0.472876,0.426872,6.943565
2026-04-23 09:18:16,coarse,30,30.0,Leiden,321,34.205607,0.688165,0.323133,0.211544,0.433189,0.446675,6.421680
2026-04-23 09:18:16,coarse,30,30.0,Louvain,319,34.420063,0.686716,0.321949,0.206069,0.428059,0.443703,7.017693
2026-04-23 09:18:25,coarse,30,50.0,Leiden,506,21.699605,0.717476,0.378962,0.231349,0.377332,0.469921,6.873658
2026-04-23 09:18:25,coarse,30,50.0,Louvain,520,21.115385,0.716163,0.380419,0.231319,0.373528,0.469298,7.086486
2026-04-23 09:18:33,coarse,30,80.0,Leiden,847,12.963400,0.743964,0.448270,0.240254,0.316619,0.490978,7.060303
2026-04-23 09:18:33,coarse,30,80.0,Louvain,848,12.948113,0.741359,0.446903,0.226804,0.312656,0.485231,7.329414
2026-04-23 09:18:41,coarse,30,100.0,Leiden,1121,9.794826,0.756883,0.489526,0.232108,0.278105,0.498101,6.891103
2026-04-23 09:18:41,coarse,30,100.0,Louvain,1087,10.101196,0.756382,0.492077,0.234144,0.276889,0.498900,7.104120
2026-04-23 09:18:48,fine,3,70.0,Leiden,1081,10.157262,0.761092,0.541530,0.169406,0.803235,0.543888,5.984165
2026-04-23 09:18:48,fine,3,70.0,Louvain,1085,10.119816,0.760644,0.541803,0.168371,0.798701,0.543000,5.863504
2026-04-23 09:18:54,fine,3,85.0,Leiden,1159,9.473684,0.765730,0.555100,0.168585,0.794567,0.547344,5.496494
2026-04-23 09:18:54,fine,3,85.0,Louvain,1159,9.473684,0.765365,0.554827,0.168266,0.791715,0.546763,5.600520
2026-04-23 09:19:00,fine,3,115.0,Leiden,1278,8.591549,0.771707,0.573497,0.164859,0.781523,0.550992,5.822390
2026-04-23 09:19:00,fine,3,115.0,Louvain,1265,8.679842,0.770736,0.570492,0.164077,0.779306,0.549547,5.755766
2026-04-23 09:19:06,fine,3,130.0,Leiden,1328,8.268072,0.774837,0.582240,0.164436,0.776202,0.553334,5.266767
2026-04-23 09:19:06,fine,3,130.0,Louvain,1317,8.337130,0.773221,0.579326,0.163541,0.773864,0.551602,5.125877
2026-04-23 09:19:12,fine,4,70.0,Leiden,950,11.557895,0.757155,0.520583,0.183602,0.748963,0.536956,5.294529
2026-04-23 09:19:12,fine,4,70.0,Louvain,937,11.718250,0.755830,0.518124,0.183330,0.746877,0.535643,5.211194
2026-04-23 09:19:17,fine,4,85.0,Leiden,1021,10.754163,0.760890,0.530510,0.180206,0.740443,0.538564,5.312188
2026-04-23 09:19:17,fine,4,85.0,Louvain,1016,10.807087,0.760751,0.533060,0.181440,0.737504,0.539095,5.247154
2026-04-23 09:19:23,fine,4,115.0,Leiden,1153,9.522984,0.769430,0.556922,0.178995,0.723545,0.545210,5.334910
2026-04-23 09:19:23,fine,4,115.0,Louvain,1149,9.556136,0.768550,0.554918,0.179799,0.720036,0.544347,5.247463
2026-04-23 09:19:29,fine,4,130.0,Leiden,1197,9.172932,0.770633,0.561202,0.176057,0.718552,0.545166,5.439345
2026-04-23 09:19:29,fine,4,130.0,Louvain,1213,9.051937,0.771796,0.563843,0.178556,0.712942,0.546348,5.362810
2026-04-23 09:19:34,fine,6,70.0,Leiden,798,13.759398,0.750929,0.486248,0.200811,0.669033,0.524768,5.380854
2026-04-23 09:19:34,fine,6,70.0,Louvain,800,13.725000,0.749817,0.485428,0.198979,0.665883,0.523294,5.328963
2026-04-23 09:19:40,fine,6,85.0,Leiden,888,12.364865,0.757537,0.504007,0.201740,0.655779,0.529916,5.404737
2026-04-23 09:19:40,fine,6,85.0,Louvain,882,12.448980,0.756220,0.502641,0.199501,0.652361,0.528103,5.591096
2026-04-23 09:19:46,fine,6,115.0,Leiden,1027,10.691334,0.765699,0.530055,0.197175,0.634364,0.534879,5.674364
2026-04-23 09:19:46,fine,6,115.0,Louvain,1024,10.722656,0.764652,0.528871,0.195789,0.631659,0.533538,5.452436
2026-04-23 09:19:53,fine,6,130.0,Leiden,1116,9.838710,0.770327,0.547177,0.194968,0.622078,0.538264,5.608505
2026-04-23 09:19:53,fine,6,130.0,Louvain,1096,10.018248,0.768735,0.543078,0.196819,0.621924,0.537348,5.548666
2026-04-23 09:19:58,fine,7,70.0,Leiden,753,14.581673,0.747991,0.472495,0.206211,0.636494,0.519208,5.556053
2026-04-23 09:19:58,fine,7,70.0,Louvain,751,14.620506,0.746116,0.469581,0.205807,0.633118,0.517416,5.514323
2026-04-23 09:20:04,fine,7,85.0,Leiden,842,13.040380,0.755414,0.493898,0.207920,0.620780,0.525399,5.517774
2026-04-23 09:20:04,fine,7,85.0,Louvain,833,13.181273,0.753332,0.489435,0.205132,0.618808,0.522640,5.482281
2026-04-23 09:20:10,fine,7,115.0,Leiden,1006,10.914513,0.764334,0.521494,0.203150,0.596716,0.530649,5.656309
2026-04-23 09:20:10,fine,7,115.0,Louvain,993,11.057402,0.762114,0.515847,0.202147,0.594817,0.528141,5.633423
2026-04-23 09:20:17,fine,7,130.0,Leiden,1068,10.280899,0.767466,0.532149,0.199419,0.585421,0.531784,5.795501
2026-04-23 09:20:17,fine,7,130.0,Louvain,1066,10.300188,0.767060,0.531056,0.200358,0.584407,0.531584,5.756961
